reaction_id,gr_ratio,gr
AKGtex,1,0.986509
ALAALAD,1,0.986509
ALAALAabcpp,1,0.986509
ALAALAr,0,0
ALAALAtex,1,0.986509
ALAGLUE,1,0.986509
ALAR,0,0
ALATA_D2,1,0.986509
ALATA_L,1.00,0.986509
ALATA_L2,1,0.986509
ALATRS,1,0.986509
ALAabcpp,1,0.986509
ALAt2pp,1,0.986509
ALAt2rpp,1,0.986509
ALAt4pp,1,0.986509
ALAtex,1,0.986509
ALCD19,1,0.986509
ALCD2x,1,0.986509
ALDD19xr,1,0.986509
ALDD2x,1,0.986509
ALDD2y,1,0.986509
ALDD3y,1,0.986509
ALDD4,1,0.986509
ALLK,1,0.986509
ALLPI,1,0.986509
ALLTAMH,1,0.986509
ALLTN,1,0.986509
ALLTNt2rpp,1,0.986509
ALLTNtex,1,0.986509
ALLULPE,1,0.986509
ALLabcpp,1,0.986509
ALLtex,1,0.986509
ALPATE160pp,1,0.986509
ALPATG160pp,1,0.986509
ALR2,1,0.986509
ALR4x,1,0.986509
ALTRH,1,0.986509
AM3PA,1,0.986509
AM4PA,1,0.986509
AM4PCP,1,0.986509
AMALT1,1,0.986509
AMALT2,1,0.986509
AMALT3,1,0.986509
AMALT4,1,0.986509
AMANAPEr,1,0.986509
AMANK,1,0.986509
AMAOTr,0,0
AMMQLT8,1,0.986509
AMPMS2,0,0
AMPN,1,0.986509
AMPTASECG,1,0.986509
AMPTASEPG,1,0.986509
AMPtex,1,0.986509
ANHGMtex,1,0.986509
ANHMK,1,0.986509
ANPRT,0,0
ANS,0,0
AOBUTDs,1,0.986509
AOXSr2,0,0
AP4AH,1,0.986509
AP4AS,1,0.986509
AP5AH,1,0.986509
APCS,1,0.986509
APG3PAT120,1,0.986509
APG3PAT140,1,0.986509
APG3PAT141,1,0.986509
APG3PAT160,1,0.986509
APG3PAT161,1,0.986509
APG3PAT180,1,0.986509
APG3PAT181,1,0.986509
APH120,1,0.986509
APH140,1,0.986509
APH141,1,0.986509
APH160,1,0.986509
APH161,1,0.986509
APH180,1,0.986509
APH181,1,0.986509
APPLDHr,1,0.986509
APRAUR,0,0
ARAI,1,0.986509
ARBTNR1,1,0.986509
ARBTNR2,1,0.986509
ARBTNR3,1,0.986509
ARBTNabcpp,1,0.986509
ARBTNexs,1,0.986509
ARBTNtex,1,0.986509
ARBTNtonex,1,0.986509
ARBTNtpp,1,0.986509
ARBTptspp,1,0.986509
ARBTtex,1,0.986509
ARBabcpp,1,0.986509
ARBt2rpp,1,0.986509
ARBt3ipp,1,0.986509
ARBtex,1,0.986509
ARGAGMt7pp,1,0.986509
ARGDC,1,0.986509
ARGDCpp,1,0.986509
ARGORNt7pp,1,0.986509
ARGSL,0,0
ARGSS,0,0
ARGTRS,1,0.986509
ARGabcpp,1,0.986509
ARGt3pp,1,0.986509
ARGtex,1,0.986509
ASAD,0,0
ASCBPL,1,0.986509
ASCBptspp,1,0.986509
ASCBtex,1,0.986509
ASNN,1,0.986509
ASNNpp,1,0.986509
ASNS1,1,0.986509
ASNS2,0.999001,0.985523478
ASNTRS,1,0.986509
ASNabcpp,1,0.986509
ASNt2rpp,1,0.986509
ASNtex,1,0.986509
ASO3t8pp,1,0.986509
ASO3tex,1,0.986509
ASP1DC,0,0
ASPCT,0,0
ASPK,0,0
ASPO3,1,0.986509
ASPO4,1,0.986509
ASPO5,1,0.986509
ASPO6,0.999993,0.986502094
ASPT,1,0.986509
ASPTA,1.81E-15,1.78384E-15
ASPTRS,1,0.986509
ASPabcpp,1,0.986509
ASPt2_2pp,1,0.986509
ASPt2_3pp,1,0.986509
ASPt2pp,1,0.986509
ASPt2rpp,1,0.986509
ASPtex,1,0.986509
ASR,1,0.986509
AST,1,0.986509
ATHRDHr,1,0.986509
ATPHs,1,0.986509
ATPM,1.0133,0.99962957
ATPPRT,0,0
ATPS4rpp,0.4097,0.404172737
BALAt2pp,1,0.986509
BALAtex,1,0.986509
BETALDHx,1,0.986509
BETALDHy,1,0.986509
BMOCOS,0,0
BMOGDS1,0,0
BMOGDS2,0,0
BPNT,0,0
BSORx,1,0.986509
BSORy,1,0.986509
BTNt2ipp,1,0.986509
BTNtex,1,0.986509
BTS5,0,0
BUTCT,1,0.986509
BUTSO3abcpp,1,0.986509
BUTSO3tex,1,0.986509
BUTt2rpp,1,0.986509
BUTtex,1,0.986509
BWCOGDS1,1,0.986509
BWCOGDS2,1,0.986509
BWCOS,1,0.986509
CA2t3pp,1,0.986509
CA2tex,0,0
CADVtpp,1,0.986509
CAT,1,0.986509
CAt6pp,0,0
CBIAT,1,0.986509
CBItonex,1,0.986509
CBIuabcpp,1,0.986509
CBL1abcpp,1,0.986509
CBL1tonex,1,0.986509
CBLAT,1,0.986509
CBMD,1,0.986509
CBMKr,0.99483,0.981408748
CBPS,1,0.986509
CCGS,1,0.986509
CD2abcpp,1,0.986509
CD2t3pp,1,0.986509
CD2tex,1,0.986509
CD2tpp,1,0.986509
CDAPPA120,1,0.986509
CDAPPA140,1,0.986509
CDAPPA141,1,0.986509
CDAPPA160,1,0.986509
CDAPPA161,1,0.986509
CDAPPA180,1,0.986509
CDAPPA181,1,0.986509
CDGR,1,0.986509
CDGS,1,0.986509
CDPMEK,0,0
CFAS160E,1,0.986509
CFAS160G,1,0.986509
CFAS180E,1,0.986509
CFAS180G,1,0.986509
CGLYabcpp,1,0.986509
CGLYtex,1,0.986509
CHLabcpp,1,0.986509
CHLt2pp,1,0.986509
CHLtex,1,0.986509
CHOLD,1,0.986509
CHORM,0,0
CHORS,0,0
CHRPL,0,0
CHTBSptspp,1,0.986509
CHTBStex,1,0.986509
CINNDO,1,0.986509
CITL,1,0.986509
CITt3pp,1,0.986509
CITt7pp,1,0.986509
CITtex,1,0.986509
CLIPAabctex,1,0.986509
CLPNH120pp,1,0.986509
CLPNH140pp,1,0.986509
CLPNH141pp,1,0.986509
CLPNH160pp,1,0.986509
CLPNH161pp,1,0.986509
CLPNH180pp,1,0.986509
CLPNH181pp,1,0.986509
CLPNS120pp,1,0.986509
CLPNS140pp,1,0.986509
CLPNS141pp,1,0.986509
CLPNS160pp,1,0.986509
CLPNS161pp,1,0.986509
CLPNS180pp,1,0.986509
CLPNS181pp,1,0.986509
CLt3_2pp,0,0
CLtex,0,0
CMPN,1,0.986509
CMPtex,1,0.986509
CMtex,1,0.986509
CMtpp,1,0.986509
CO2tex,0.710597,0.701010336
CO2tpp,0.935463,0.922842669
COBALT2abcpp,1,0.986509
COBALT2t3pp,1,0.986509
COBALT2tex,0,0
COBALT2tpp,0,0
COLIPAKpp,1,0.986509
COLIPAPabctex,1,0.986509
COLIPAabcpp,1,0.986509
COLIPAabctex,1,0.986509
CPGNR1,1,0.986509
CPGNR2,1,0.986509
CPGNR3,1,0.986509
CPGNUtex,1,0.986509
CPGNUtpp,1,0.986509
CPGNabcpp,1,0.986509
CPGNexs,1,0.986509
CPGNtonex,1,0.986509
CPH4S,1,0.986509
CPMPS,0,0
CPPPGO,0.999957,0.98646658
CPPPGO2,1,0.986509
CRNBTCT,1,0.986509
CRNCAL2,1,0.986509
CRNCAR,1,0.986509
CRNCBCT,1,0.986509
CRNCDH,1,0.986509
CRNDCAL2,1,0.986509
CRNDabcpp,1,0.986509
CRNDt2rpp,1,0.986509
CRNDtex,1,0.986509
CRNabcpp,1,0.986509
CRNt2rpp,1,0.986509
CRNt7pp,1,0.986509
CRNt8pp,1,0.986509
CRNtex,1,0.986509
CS,0,0
CSND,1,0.986509
CSNt2pp,1,0.986509
CSNtex,1,0.986509
CTBTCAL2,1,0.986509
CTBTabcpp,1,0.986509
CTBTt2rpp,1,0.986509
CTECOAI6,1,0.986509
CTECOAI7,0.999221,0.985740509
CTECOAI8,1,0.986509
CTPS2,0,0
CU1Opp,1,0.986509
CU1abcpp,1,0.986509
CU2abcpp,1,0.986509
CU2tex,0,0
CU2tpp,0,0
CUt3,1,0.986509
CUtex,1,0.986509
CYANST,1,0.986509
CYANSTpp,1,0.986509
CYANtex,1,0.986509
CYNTAH,1,0.986509
CYNTt2pp,1,0.986509
CYNTtex,1,0.986509
CYSDDS,1,0.986509
CYSDS,1,0.986509
CYSDabcpp,1,0.986509
CYSDtex,1,0.986509
CYSS,0,0
CYSSADS,1,0.986509
CYSTL,0,0
CYSTRS,1,0.986509
CYSabc2pp,1,0.986509
CYSabcpp,1,0.986509
CYStex,1,0.986509
CYStpp,1,0.986509
CYTBD2pp,1,0.986509
CYTBDpp,1,0.986509
CYTBO3_4pp,0.909607,0.897335492
CYTD,1,0.986509
CYTDH,1,0.986509
CYTDK2,1,0.986509
CYTDt2pp,1,0.986509
CYTDt2rpp,1,0.986509
CYTDtex,1,0.986509
CYTK1,0.997754,0.984293301
CYTK2,1,0.986509
D_DASH_LACt2pp,1,0.986509
D_DASH_LACtex,1,0.986509
DAAD,1,0.986509
DADA,1,0.986509
DADK,1,0.986509
DADNt2pp,1,0.986509
DADNtex,1,0.986509
DAGK120,1,0.986509
DAGK140,1,0.986509
DAGK141,1,0.986509
DAGK160,1,0.986509
DAGK161,1,0.986509
DAGK180,1,0.986509
DAGK181,1,0.986509
DALAt2pp,0.999353,0.985870729
DALAtex,1,0.986509
DAMPtex,1,0.986509
DAPAL,1,0.986509
DAPDC,0,0
DAPE,0,0
DAPabcpp,1,0.986509
DAPtex,1,0.986509
DASYN120,1,0.986509
DASYN140,1,0.986509
DASYN141,1,0.986509
DASYN160,0,0
DASYN161,0,0
DASYN180,1,0.986509
DASYN181,1,0.986509
DATPHs,1,0.986509
DB4PS,0,0
DBTS,0,0
DC6PH,1,0.986509
DCAtex,1,0.986509
DCMPtex,1,0.986509
DCTPD,1,0.986509
DCYTD,1,0.986509
DCYTt2pp,1,0.986509
DCYTtex,1,0.986509
DDCAtexi,1,0.986509
DDGALK,1,0.986509
DDGLCNt2rpp,1,0.986509
DDGLCNtex,1,0.986509
DDGLK,1,0.986509
DDPA,0,0
DDPGALA,1,0.986509
DGK1,1,0.986509
DGMPtex,1,0.986509
DGSNt2pp,1,0.986509
DGSNtex,1,0.986509
DHACOAH,1,0.986509
DHAD1,0,0
DHAD2,0,0
DHAPT,1,0.986509
DHAtex,1,0.986509
DHAtpp,1,0.986509
DHBD,1,0.986509
DHBS,1,0.986509
DHBSH,1,0.986509
DHCIND,1,0.986509
DHCINDO,1,0.986509
DHDPRy,0,0
DHDPS,0,0
DHFR,0,0
DHFS,0,0
DHMPTR,1,0.986509
DHNAOT4,1,0.986509
DHNCOAS,1,0.986509
DHNCOAT,1,0.986509
DHNPA2r,0,0
DHNPTE,1,0.986509
DHORD2,1,0.986509
DHORD5,1,0.986509
DHORDfum,1,0.986509
DHORTS,0,0
DHPPD,1,0.986509
DHPPDA2,0,0
DHPS2,0,0
DHPTDCs2,0,0
DHPTDNR,1,0.986509
DHPTDNRN,1,0.986509
DHPTPE,1,0.986509
DHQS,0,0
DHQTi,0,0
DIMPtex,1,0.986509
DINSt2pp,1,0.986509
DINStex,1,0.986509
DKGLCNR1,1,0.986509
DKGLCNR2x,1,0.986509
DKGLCNR2y,1,0.986509
DMATT,0,0
DMPPS,1,0.986509
DMQMT,1,0.986509
DMSOR1,1,0.986509
DMSOR1pp,1,0.986509
DMSOR2,1,0.986509
DMSOR2pp,1,0.986509
DMSOtex,1,0.986509
DMSOtpp,1,0.986509
DMStex,1,0.986509
DNMPPA,0,0
DNTPPA,0,0
DOGULNR,1,0.986509
DOPAtex,1,0.986509
DOXRBCNtex,1,0.986509
DOXRBCNtpp,1,0.986509
DPCOAK,0,0
DPR,0,0
DRPA,1,0.986509
DSBAO1,1,0.986509
DSBAO2,1,0.986509
DSBCGT,1,0.986509
DSBDR,1,0.986509
DSBGGT,1,0.986509
DSERDHr,1,0.986509
DSERt2pp,1,0.986509
DSERtex,1,0.986509
DTARTD,1,0.986509
DTMPK,0,0
DTMPtex,1,0.986509
DUMPtex,1,0.986509
DURADx,1,0.986509
DURIK1,1,0.986509
DURIPP,1,0.986509
DURIt2pp,1,0.986509
DURItex,1,0.986509
DUTPDP,0.999892,0.986402457
DXPRIi,0,0
DXPS,0,0
DXYLK,1,0.986509
E4PD,0,0
EAR100x,1,0.986509
EAR100y,1,0.986509
EAR120x,1,0.986509
EAR120y,1,0.986509
EAR121x,1,0.986509
EAR121y,1,0.986509
EAR140x,1,0.986509
EAR140y,1,0.986509
EAR141x,1,0.986509
EAR141y,1,0.986509
EAR160x,1,0.986509
EAR160y,1,0.986509
EAR161x,1,0.986509
EAR161y,1,0.986509
EAR180x,1,0.986509
EAR180y,1,0.986509
EAR181x,1,0.986509
EAR181y,1,0.986509
EAR40x,1,0.986509
EAR40y,1,0.986509
EAR60x,1,0.986509
EAR60y,1,0.986509
EAR80x,1,0.986509
EAR80y,1,0.986509
ECA4COLIPAabctex,1,0.986509
ECA4OALpp,1,0.986509
ECAP1pp,1,0.986509
ECAP2pp,1,0.986509
ECAP3pp,1,0.986509
ECAtpp,1,0.986509
ECOAH1,0.98948,0.976130925
ECOAH2,0.98948,0.976130925
ECOAH3,0.98948,0.976130925
ECOAH4,0.99347,0.980067096
ECOAH5,0.995217,0.981790527
ECOAH6,0.996273,0.982832281
ECOAH7,0.998561,0.985089414
ECOAH8,1,0.986509
EDA,1,0.986509
EDD,1,0.986509
EDTXS1,1,0.986509
EDTXS2,1,0.986509
EDTXS3,1,0.986509
EDTXS4,1,0.986509
EGMEACPR,0,0
ENLIPAabctex,1,0.986509
ENO,0.921177,0.908749401
ENTCS,1,0.986509
ENTERES,1,0.986509
ENTERES2,1,0.986509
EPMEACPR,0,0
ETHAAL,1,0.986509
ETHAt2pp,1,0.986509
ETHAtex,1,0.986509
ETHSO3abcpp,1,0.986509
ETHSO3tex,1,0.986509
ETOHtex,1,0.986509
ETOHtrpp,1,0.986509
F6PA,1,0.986509
F6PP,1,0.986509
F6Pt6_2pp,1,0.986509
F6Ptex,1,0.986509
FA100ACPHi,1,0.986509
FA120ACPHi,1,0.986509
FA140ACPHi,1,0.986509
FA141ACPHi,1,0.986509
FA160ACPHi,1,0.986509
FA161ACPHi,1,0.986509
FA80ACPHi,1,0.986509
FACOAE100,1,0.986509
FACOAE120,0.999597,0.986111437
FACOAE140,1,0.986509
FACOAE141,1,0.986509
FACOAE160,0.999339,0.985856918
FACOAE161,0.999221,0.985740509
FACOAE180,1,0.986509
FACOAE181,1,0.986509
FACOAE60,1,0.986509
FACOAE80,1,0.986509
FACOAL100t2pp,1,0.986509
FACOAL120t2pp,1,0.986509
FACOAL140t2pp,1,0.986509
FACOAL141t2pp,1,0.986509
FACOAL160t2pp,1,0.986509
FACOAL161t2pp,1,0.986509
FACOAL180t2pp,1,0.986509
FACOAL181t2pp,1,0.986509
FACOAL60t2pp,1,0.986509
FACOAL80t2pp,1,0.986509
FADRx,0.997739,0.984278503
FADRx2,1,0.986509
FALDH2,1,0.986509
FALDtex,1,0.986509
FALDtpp,1,0.986509
FALGTHLs,1,0.986509
FBA,1,0.986509
FBA3,1,0.986509
FBP,1,0.986509
FCI,1,0.986509
FCLK,1,0.986509
FCLPA,1,0.986509
FCLT,0,0
FDH4pp,1,0.986509
FDH5pp,1,0.986509
FDMO,1,0.986509
FDMO2,1,0.986509
FDMO3,1,0.986509
FDMO4,1,0.986509
FDMO6,1,0.986509
FE2abcpp,1,0.986509
FE2t2pp,1,0.986509
FE2t3pp,1,0.986509
FE2tex,0.999916,0.986426133
FE2tpp,0.999984,0.986493216
FE3DCITabcpp,1,0.986509
FE3DCITtonex,1,0.986509
FE3DHBZR,1,0.986509
FE3DHBZSabcpp,1,0.986509
FE3DHBZStonex,1,0.986509
FE3HOXR1,1,0.986509
FE3HOXR2,1,0.986509
FE3HOXR3,1,0.986509
FE3HOXUtex,1,0.986509
FE3HOXUtpp,1,0.986509
FE3HOXabcpp,1,0.986509
FE3HOXexs,1,0.986509
FE3HOXtonex,1,0.986509
FE3Ri,1,0.986509
FE3abcpp,1,0.986509
FE3tex,1,0.986509
FECRMR1,1,0.986509
FECRMR2,1,0.986509
FECRMR3,1,0.986509
FECRMUtex,1,0.986509
FECRMUtpp,1,0.986509
FECRMabcpp,1,0.986509
FECRMexs,1,0.986509
FECRMtonex,1,0.986509
FEENTERR1,1,0.986509
FEENTERR2,1,0.986509
FEENTERR3,1,0.986509
FEENTERabcpp,1,0.986509
FEENTERexs,1,0.986509
FEENTERtex,1,0.986509
FEENTERtonex,1,0.986509
FEENTERtpp,1,0.986509
FEOXAMR1,1,0.986509
FEOXAMR2,1,0.986509
FEOXAMR3,1,0.986509
FEOXAMUtex,1,0.986509
FEOXAMUtpp,1,0.986509
FEOXAMabcpp,1,0.986509
FEOXAMexs,1,0.986509
FEOXAMtonex,1,0.986509
FEROpp,1,0.986509
FESD1s,0.999988,0.986497162
FESD2s,1,0.986509
FESR,0.999988,0.986497162
FFSD,1,0.986509
FHL,1,0.986509
FLDR2,1,0.986509
FLVR,1,0.986509
FLVRx,1,0.986509
FMETTRS,1,0.986509
FMNAT,0,0
FMNRx,1,0.986509
FMNRx2,1,0.986509
FOMETRi,1,0.986509
FORCT,1,0.986509
FORt2pp,1,0.986509
FORtex,1,0.986509
FORtppi,1,0.986509
FRD2,1,0.986509
FRD3,1,0.986509
FRUK,1,0.986509
FRULYSDG,1,0.986509
FRULYSE,1,0.986509
FRULYSK,1,0.986509
FRULYSt2pp,1,0.986509
FRULYStex,1,0.986509
FRUURt2rpp,1,0.986509
FRUURtex,1,0.986509
FRUpts2pp,1,0.986509
FRUptspp,1,0.986509
FRUtex,1,0.986509
FTHFD,1,0.986509
FTHFLi,1,0.986509
FUCtex,1,0.986509
FUCtpp,1,0.986509
FUM,0.918908,0.906511012
FUMt2_2pp,1,0.986509
FUMt2_3pp,1,0.986509
FUMtex,1,0.986509
FUSAtex,1,0.986509
FUSAtpp,1,0.986509
G1PACT,0,0
G1PPpp,1,0.986509
G1PTT,1,0.986509
G1Ptex,1,0.986509
G1SAT,0,0
G2PP,1,0.986509
G2PPpp,1,0.986509
G3PAT120,1,0.986509
G3PAT140,1,0.986509
G3PAT141,1,0.986509
G3PAT160,1,0.986509
G3PAT161,1,0.986509
G3PAT180,1,0.986509
G3PAT181,1,0.986509
G3PCabcpp,1,0.986509
G3PCtex,1,0.986509
G3PD2,0,0
G3PD5,1,0.986509
G3PD6,1,0.986509
G3PD7,1,0.986509
G3PEabcpp,1,0.986509
G3PEtex,1,0.986509
G3PGabcpp,1,0.986509
G3PGtex,1,0.986509
G3PIabcpp,1,0.986509
G3PItex,1,0.986509
G3PSabcpp,1,0.986509
G3PStex,1,0.986509
G3PT,1,0.986509
G5SADs,0,0
G5SD,0.999084,0.985605358
G6PDA,1,0.986509
G6PDH2r,0.993017,0.979620208
G6PP,1,0.986509
G6Pt6_2pp,1,0.986509
G6Ptex,1,0.986509
GAL1PPpp,1,0.986509
GAL1Ptex,1,0.986509
GALBDtex,1,0.986509
GALCTD,1,0.986509
GALCTLO,1,0.986509
GALCTND,1,0.986509
GALCTNLt2pp,1,0.986509
GALCTNLtex,1,0.986509
GALCTNt2pp,1,0.986509
GALCTNtex,1,0.986509
GALCTt2rpp,1,0.986509
GALCTtex,1,0.986509
GALKr,1,0.986509
GALM2pp,1,0.986509
GALS3,1,0.986509
GALT1,1,0.986509
GALTptspp,1,0.986509
GALTtex,1,0.986509
GALURt2rpp,1,0.986509
GALURtex,1,0.986509
GALUi,1,0.986509
GALabcpp,1,0.986509
GALt2pp,1,0.986509
GALtex,1,0.986509
GAM6Pt6_2pp,1,0.986509
GAMAN6Ptex,1,0.986509
GAMptspp,1,0.986509
GAMtex,1,0.986509
GAPD,0.871422,0.859665646
GARFT,0.998436,0.9849661
GART,1,0.986509
GBBTNtex,1,0.986509
GCALDD,0,0
GDMANE,1,0.986509
GDPDPK,1,0.986509
GDPMNH,1,0.986509
GDPMNP,1,0.986509
GDPTPDP,1,0.986509
GDPtex,1,0.986509
GF6PTA,0,0
GGGABADr,1,0.986509
GGGABAH,1,0.986509
GGPTRCO,1,0.986509
GGPTRCS,1,0.986509
GHBDHx,1,0.986509
GHMT2r,0.985737,0.972438422
GK1,0,0
GLBRAN2,1,0.986509
GLCATr,1,0.986509
GLCDpp,1,0.986509
GLCNt2rpp,1,0.986509
GLCNtex,1,0.986509
GLCP,1,0.986509
GLCP2,1,0.986509
GLCRAL,1,0.986509
GLCRD,1,0.986509
GLCRt2rpp,1,0.986509
GLCRtex,1,0.986509
GLCS1,1,0.986509
GLCTR1,1,0.986509
GLCTR2,1,0.986509
GLCTR3,1,0.986509
GLCUR1Ptex,1,0.986509
GLCURt2rpp,1,0.986509
GLCURtex,1,0.986509
GLCabcpp,1,0.986509
GLCptspp,0.989445,0.976096398
GLCt2pp,1,0.986509
GLCtex,1,0.986509
GLCtexi,1,0.986509
GLDBRAN2,1,0.986509
GLGC,1,0.986509
GLNS,0,0
GLNTRS,1,0.986509
GLNabcpp,1,0.986509
GLNtex,1,0.986509
GLTPD,1,0.986509
GLU5K,0.999084,0.985605358
GLUABUTt7pp,1,0.986509
GLUCYS,1,0.986509
GLUDC,1,0.986509
GLUDy,0.965799,0.952769406
GLUN,1,0.986509
GLUNpp,1,0.986509
GLUPRT,0,0
GLUR,0,0
GLUSy,1,0.986509
GLUTRR,0,0
GLUTRS,0,0
GLUabcpp,1,0.986509
GLUt2rpp,1,0.986509
GLUt4pp,1,0.986509
GLUtex,1,0.986509
GLXCL,1,0.986509
GLYALDtex,1,0.986509
GLYALDtpp,1,0.986509
GLYAT,1,0.986509
GLYBabcpp,1,0.986509
GLYBt2pp,1,0.986509
GLYBtex,1,0.986509
GLYC2Pabcpp,1,0.986509
GLYC2Ptex,1,0.986509
GLYC3Pabcpp,1,0.986509
GLYC3Pt6pp,1,0.986509
GLYC3Ptex,1,0.986509
GLYCAt2rpp,1,0.986509
GLYCAtex,1,0.986509
GLYCDx,1,0.986509
GLYCK,1,0.986509
GLYCK2,1,0.986509
GLYCL,0.99983,0.986341293
GLYCLTDx,1,0.986509
GLYCLTDy,1,0.986509
GLYCLTt2rpp,1,0.986509
GLYCLTt4pp,1,0.986509
GLYCLTtex,1,0.986509
GLYCTO2,1,0.986509
GLYCTO3,1,0.986509
GLYCTO4,1,0.986509
GLYCtex,1,0.986509
GLYCtpp,1,0.986509
GLYK,1,0.986509
GLYOX,1,0.986509
GLYOX3,1,0.986509
GLYTRS,1,0.986509
GLYt2pp,1,0.986509
GLYt2rpp,1,0.986509
GLYt4pp,1,0.986509
GLYtex,1,0.986509
GMAND,1,0.986509
GMHEPAT,1,0.986509
GMHEPK,1,0.986509
GMHEPPA,1,0.986509
GMPR,1,0.986509
GMPS2,0,0
GMPtex,1,0.986509
GND,0.99,0.979620208
GNK,1,0.986509
GOFUCR,1,0.986509
GP4GH,1,0.986509
GPDDA1,1,0.986509
GPDDA1pp,1,0.986509
GPDDA2,1,0.986509
GPDDA2pp,1,0.986509
GPDDA3,1,0.986509
GPDDA3pp,1,0.986509
GPDDA4,1,0.986509
GPDDA4pp,1,0.986509
GPDDA5,1,0.986509
GPDDA5pp,1,0.986509
GRTT,0,0
GRXR,1,0.986509
GSNK,1,0.986509
GSNt2pp,1,0.986509
GSNtex,1,0.986509
GSPMDA,1,0.986509
GSPMDS,1,0.986509
GTHOXtex,1,0.986509
GTHOr,1,0.986509
GTHPi,1,0.986509
GTHRDHpp,1,0.986509
GTHRDabc2pp,1,0.986509
GTHRDabcpp,1,0.986509
GTHRDtex,1,0.986509
GTHS,1,0.986509
GTPCI,0,0
GTPCII2,0,0
GTPDPDP,1,0.986509
GTPDPK,1,0.986509
GTPHs,1,0.986509
GTPtex,1,0.986509
GUACYC,1,0.986509
GUAD,1,0.986509
GUAPRT,1,0.986509
GUAt2pp,1,0.986509
GUAtex,1,0.986509
GUAtpp,1,0.986509
GUI1,1,0.986509
GUI2,1,0.986509
GUR1PPpp,1,0.986509
H2O2tex,1,0.986509
H2Otex,0.505782,0.498958495
H2Otpp,0.505782,0.498958495
H2SO,1,0.986509
H2St1pp,1,0.986509
H2Stex,1,0.986509
H2tex,1,0.986509
H2tpp,1,0.986509
HACD1,0.98948,0.976130925
HACD2,0.98948,0.976130925
HACD3,0.98948,0.976130925
HACD4,0.99347,0.980067096
HACD5,0.995217,0.981790527
HACD6,0.996273,0.982832281
HACD7,0.998561,0.985089414
HACD8,1,0.986509
HADPCOADH3,1,0.986509
HBZOPT,0,0
HCINNMt2rpp,1,0.986509
HCINNMtex,1,0.986509
HCO3E,0,0
HCYSMT,1,0.986509
HCYSMT2,1,0.986509
HDCAtexi,1,0.986509
HDCEAtexi,1,0.986509
HEMEOS,1,0.986509
HEPK1,1,0.986509
HEPK2,1,0.986509
HEPT1,1,0.986509
HEPT2,1,0.986509
HEPT3,1,0.986509
HEPT4,1,0.986509
HETZK,1,0.986509
HEX1,1,0.986509
HEX4,1,0.986509
HEX7,1,0.986509
HEXt2rpp,1,0.986509
HG2abcpp,1,0.986509
HG2t3pp,1,0.986509
HG2tex,1,0.986509
HISTD,0,0
HISTP,0,0
HISTRS,1,0.986509
HISabcpp,1,0.986509
HISt2rpp,1,0.986509
HIStex,1,0.986509
HKNDDH,1,0.986509
HKNTDH,1,0.986509
HMBS,0,0
HMPK1,1,0.986509
HOMt2pp,1,0.986509
HOMtex,1,0.986509
HOPNTAL,1,0.986509
HPPK2,0,0
HPPPNDO,1,0.986509
HPPPNt2rpp,1,0.986509
HPPPNtex,1,0.986509
HPYRI,1,0.986509
HPYRRx,1,0.986509
HPYRRy,1,0.986509
HSDy,0,0
HSK,0,0
HSST,0,0
HSTPT,0,0
HXAND,1,0.986509
HXAtex,1,0.986509
HXCT,1,0.986509
HXPRT,1,0.986509
HYD1pp,1,0.986509
HYD2pp,1,0.986509
HYD3pp,1,0.986509
HYPOE,1,0.986509
HYXNtex,1,0.986509
HYXNtpp,1,0.986509
Htex,1,0.986509
I2FE2SR,1,0.986509
I2FE2SS,0.999998,0.986507027
I2FE2SS2,0.999998,0.986507027
I2FE2ST,1,0.986509
I4FE4SR,0.999998,0.986507027
I4FE4ST,0.999998,0.986507027
ICDHyr,0,0
ICHORS,1,0.986509
ICHORSi,1,0.986509
ICHORT,1,0.986509
ICL,1,0.986509
ICYSDS,0,0
IDOND,1,0.986509
IDOND2,1,0.986509
IDONt2rpp,1,0.986509
IDONtex,1,0.986509
IG3PS,0,0
IGPDH,0,0
IGPS,0,0
ILETA,0,0
ILETRS,1,0.986509
ILEabcpp,1,0.986509
ILEt2rpp,1,0.986509
ILEtex,1,0.986509
IMPC,0,0
IMPD,0.99899,0.985512626
IMPtex,1,0.986509
INDOLEt2pp,1,0.986509
INDOLEt2rpp,1,0.986509
INDOLEtex,1,0.986509
INOSTt4pp,1,0.986509
INSH,1,0.986509
INSK,1,0.986509
INSTtex,1,0.986509
INSt2pp,1,0.986509
INSt2rpp,1,0.986509
INStex,1,0.986509
IPDDI,1,0.986509
IPDPS,1,0.986509
IPMD,0,0
IPPMIa,0,0
IPPMIb,0,0
IPPS,0,0
ISETACabcpp,1,0.986509
ISETACtex,1,0.986509
K2L4Aabcpp,0,0
K2L4Aabctex,0,0
KARA1,0,0
KARA2,0,0
KAS14,1,0.986509
KAS15,1,0.986509
KDOCT2,0,0
KDOPP,0,0
KDOPS,0,0
KG6PDC,1,0.986509
Kabcpp,1,0.986509
Kt2pp,0.999393,0.985910189
Kt3pp,1,0.986509
Ktex,0,0
L_DASH_LACD2,1,0.986509
L_DASH_LACD3,1,0.986509
L_DASH_LACt2rpp,1,0.986509
L_DASH_LACtex,1,0.986509
LA4NTpp,1,0.986509
LACZ,1,0.986509
LACZpp,1,0.986509
LADGMDH,1,0.986509
LALADGLUtex,1,0.986509
