reaction_id,reaction_formula,dG0_r,dG_r_lb,dG_r_ub,flux_lb,flux_ub,metabolomics_coverage,dG_coverage,is_feasible
DM_4CRSOL,4crsol_c --> ,-288.1,-253.65687042584966,-271.4691190781899,0.00018489045988583024,0.0002054338443175913,0.0,1.0,True
DM_5DRIB,5drib_c --> ,0.0,1000034.4431295742,-999983.3691190782,0.00019152330149608404,0.2812829927981998,0.0,0.0,True
DM_AACALD,aacald_c --> ,-109.4,-74.95687042584964,-92.76911907818989,0.0,0.0,0.0,1.0,True
DM_AMOB,amob_c --> ,-338.1,-303.65687042584966,-321.4691190781899,1.6582104025634998e-06,1.8013335874726524e-06,0.0,1.0,True
DM_MTHTHF,mththf_c --> ,0.0,1000034.4431295742,-999983.3691190782,0.0011110009697174851,1.342664034213066,0.0,0.0,True
DM_OXAM,oxam_c --> ,422.5,456.94312957415036,439.1308809218101,0.0,0.8109090909091612,0.0,1.0,True
Ec_biomass_iJO1366_WT_53p95M,0.000223 10fthf_c + 0.000223 2dmmql8_c + 2.5e-05 2fe2s_c + 0.000248 4fe4s_c + 0.000223 5mthf_c + 0.000279 accoa_c + 0.000223 adocbl_c + 0.499149 ala_DASH_L_c + 0.000223 amet_c + 0.28742 arg_DASH_L_c + 0.234232 asn_DASH_L_c + 0.234232 asp_DASH_L_c + 54.119975 atp_c + 0.000116 bmocogdp_c + 2e-06 btn_c + 0.004952 ca2_c + 0.000223 chor_c + 0.004952 cl_c + 0.002944 clpn160_p + 0.00229 clpn161_p + 0.00118 clpn181_p + 0.000168 coa_c + 2.4e-05 cobalt2_c + 0.008151 colipa_e + 0.129799 ctp_c + 0.000674 cu2_c + 0.088988 cys_DASH_L_c + 0.024805 datp_c + 0.025612 dctp_c + 0.025612 dgtp_c + 0.024805 dttp_c + 0.000223 enter_c + 0.000223 fad_c + 0.006388 fe2_c + 0.007428 fe3_c + 0.255712 gln_DASH_L_c + 0.255712 glu_DASH_L_c + 0.595297 gly_c + 0.154187 glycogen_c + 0.000223 gthrd_c + 0.209121 gtp_c + 48.752916 h2o_c + 0.000223 hemeO_c + 0.092056 his_DASH_L_c + 0.282306 ile_DASH_L_c + 0.18569 k_c + 0.437778 leu_DASH_L_c + 3e-06 lipopb_c + 0.333448 lys_DASH_L_c + 3.1e-05 malcoa_c + 0.149336 met_DASH_L_c + 0.008253 mg2_c + 0.000223 mlthf_c + 0.000658 mn2_c + 7e-06 mobd_c + 7e-06 mococdp_c + 7e-06 mocogdp_c + 0.000223 mql8_c + 0.001345 murein3p3p_p + 0.000605 murein3px4p_p + 0.005381 murein4p4p_p + 0.005448 murein4px4p_p + 0.000673 murein4px4px4p_p + 0.001787 nad_c + 4.5e-05 nadh_c + 0.000112 nadp_c + 0.000335 nadph_c + 0.012379 nh4_c + 0.000307 ni2_c + 0.012366 pe160_c + 0.031798 pe160_p + 0.009618 pe161_c + 0.024732 pe161_p + 0.004957 pe181_c + 0.012747 pe181_p + 0.005707 pg160_c + 0.004892 pg160_p + 0.004439 pg161_c + 0.003805 pg161_p + 0.002288 pg181_c + 0.001961 pg181_p + 0.180021 phe_DASH_L_c + 0.000223 pheme_c + 0.214798 pro_DASH_L_c + 0.03327 ptrc_c + 0.000223 pydx5p_c + 0.000223 q8h2_c + 0.000223 ribflv_c + 0.209684 ser_DASH_L_c + 0.000223 sheme_c + 0.004126 so4_c + 0.006744 spmd_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.246506 thr_DASH_L_c + 0.055234 trp_DASH_L_c + 0.133993 tyr_DASH_L_c + 5.5e-05 udcpdp_c + 0.140101 utp_c + 0.411184 val_DASH_L_c + 0.000324 zn2_c --> 53.95 adp_c + 53.95 h_c + 53.945874 pi_c + 0.749831 ppi_c,353.72723269992275,352184.4655156535,-354401.1729253886,0.8291052012817499,0.9212280014241762,0.21904761904761905,0.6132075471698113,True
EX_12ppd_DASH_R_LPAREN_e_RPAREN_,12ppd_DASH_R_e --> ,8.2,79.44899460936097,8.2,0.0,1.8728680317761905,0.0,1.0,True
EX_12ppd_DASH_S_LPAREN_e_RPAREN_,12ppd_DASH_S_e --> ,8.2,79.44899460936097,8.2,0.0,1.8449147775705816,0.0,1.0,True
EX_14glucan_LPAREN_e_RPAREN_,14glucan_e --> ,0.0,1000071.2489946093,-1000000.0,0.0,0.0,0.0,0.0,True
EX_15dap_LPAREN_e_RPAREN_,15dap_e --> ,-616.6,-545.3510053906391,-616.6,0.0,0.9642412426437915,0.0,1.0,True
EX_23camp_LPAREN_e_RPAREN_,23camp_e --> ,349.8,421.048994609361,349.8,0.0,0.0,0.0,1.0,True
EX_23ccmp_LPAREN_e_RPAREN_,23ccmp_e --> ,658.1,729.348994609361,658.1,0.0,0.0,0.0,1.0,True
EX_23cgmp_LPAREN_e_RPAREN_,23cgmp_e --> ,530.7,601.948994609361,530.7,0.0,0.0,0.0,1.0,True
EX_23cump_LPAREN_e_RPAREN_,23cump_e --> ,921.7,992.948994609361,921.7,0.0,0.0,0.0,1.0,True
EX_23dappa_LPAREN_e_RPAREN_,23dappa_e --> ,68.6,139.84899460936094,68.6,0.0,0.0,0.0,1.0,True
EX_26dap_DASH_M_LPAREN_e_RPAREN_,26dap_DASH_M_e --> ,114.4,185.64899460936095,114.4,0.0,0.0,0.0,1.0,True
EX_2ddglcn_LPAREN_e_RPAREN_,2ddglcn_e --> ,563.1,634.348994609361,563.1,0.0,0.0,0.0,1.0,True
EX_34dhpac_LPAREN_e_RPAREN_,34dhpac_e --> ,2.0,73.24899460936096,2.0,0.0,0.0,0.0,1.0,True
EX_3amp_LPAREN_e_RPAREN_,3amp_e --> ,546.6,617.848994609361,546.6,0.0,0.0,0.0,1.0,True
EX_3cmp_LPAREN_e_RPAREN_,3cmp_e --> ,854.9,926.1489946093609,854.9,0.0,0.0,0.0,1.0,True
EX_3gmp_LPAREN_e_RPAREN_,3gmp_e --> ,727.6,798.848994609361,727.6,0.0,0.0,0.0,1.0,True
EX_3hcinnm_LPAREN_e_RPAREN_,3hcinnm_e --> ,0.0,1000071.2489946093,-1000000.0,0.0,0.0,0.0,0.0,True
EX_3hpp_LPAREN_e_RPAREN_,3hpp_e --> ,302.7,373.94899460936097,302.7,0.0,1.0035000000002714,0.0,1.0,True
EX_3hpppn_LPAREN_e_RPAREN_,3hpppn_e --> ,14.1,85.34899460936096,14.1,0.0,0.0,0.0,1.0,True
EX_3ump_LPAREN_e_RPAREN_,3ump_e --> ,1118.6,1189.848994609361,1118.6,0.0,0.0,0.0,1.0,True
EX_4abut_LPAREN_e_RPAREN_,4abut_e --> ,-7.9,63.348994609360965,-7.9,0.0,1.645638387445395,0.0,1.0,True
EX_4hoxpacd_LPAREN_e_RPAREN_,4hoxpacd_e --> ,-160.1,-88.85100539063903,-160.1,0.0,0.0,0.0,1.0,True
EX_5dglcn_LPAREN_e_RPAREN_,5dglcn_e --> ,723.3,794.5489946093609,723.3,0.0,1.469319988790533,0.0,1.0,True
EX_5mtr_LPAREN_e_RPAREN_,5mtr_e --> ,80.3,151.54899460936096,80.3,0.005591485477444122,0.34009148547753887,0.0,1.0,False
EX_LalaDglu_LPAREN_e_RPAREN_,LalaDglu_e --> ,0.0,1000071.2489946093,-1000000.0,0.0,0.0,0.0,0.0,True
EX_LalaDgluMdap_LPAREN_e_RPAREN_,LalaDgluMdap_e --> ,0.0,1000071.2489946093,-1000000.0,0.0,0.3568000000000995,0.0,0.0,True
