reaction_id,reaction_formula,dG0_r,dG_r_lb,dG_r_ub,flux_lb,flux_ub,metabolomics_coverage,dG_coverage,is_feasible
CSND,csn_c + h2o_c + h_c --> nh4_c + ura_c,450.7733976920821,365.012764126493,451.54011672993835,0.0,0.03396711180129311,0.25,1.0,True
G6PDH2r,nadp_c + g6p_c --> nadph_c + 6pgl_c + h_c,-8.452756053091889,-55.15276756487732,7.342044099007197,0.000199999999919931,14.5916389027973,0.75,1.0,True
MEOHtrpp_reverse,meoh_c --> meoh_p,-11.869119260760755,-74.92524219220319,31.012019557281192,1.2886914113338681e-06,1.2886914113338681e-06,0.0,1.0,True
ACt2rpp_reverse,ac_c + h_c --> ac_p + h_p,-8.905101704131084,-123.44550145595404,3.987986634967868,1.9170000003624,2.343,0.5,1.0,True
GUAPRT,gua_c + prpp_c --> ppi_c + gmp_c,-2104.77371898744,-2118.034789976199,-2056.869064306248,1.28210331240552e-10,0.05476984717673217,0.5,1.0,True
NTD10,xmp_c + h2o_c --> pi_c + xtsn_c,284.9575450438207,218.46876834244878,295.1553091268276,2.59046117889739e-10,0.05476984730701864,0.0,1.0,False
NTD11,imp_c + h2o_c --> ins_c + pi_c,-5.4885688833235236,-61.02424128357558,-20.77044696371739,0.0,1.06858131312263,0.5,1.0,True
NTD12,dimp_c + h2o_c --> din_c + pi_c,472.198675692871,405.70989899149896,482.3964397758778,0.0,0.000301517126499697,0.0,1.0,True
NACODA,acg5sa_c + h2o_c --> glu5sa_c + ac_c,-36.68569894030196,-123.46035981555018,-21.65156387469895,0.0,2.429365890866774,0.0,1.0,True
3pg_to_ser_DASH_L,nad_c + 3pg_c + h2o_c + glu_DASH_L_c --> ser_DASH_L_c + akg_c + nadh_c + pi_c + h_c,7.911348476592082,-92.45745659743677,5.819634587353946,9.9999999999989e-05,3.4156670458584455,0.625,1.0,True
P5CD,nad_c + 2 h2o_c + 1pyr5c_c --> nadh_c + glu_DASH_L_c + h_c,-505.3550064303413,-563.9922205688885,-484.35913340635165,0.0,4.346337004551632,0.6,1.0,True
FBA_reverse,dhap_c + g3p_c --> fdp_c,-21.557454596088064,-14.066297962745097,30.486211019926223,0.0,2.45233541015801,0.6666666666666666,1.0,True
P5CR,nadph_c + 2 h_c + 1pyr5c_c --> nadp_c + pro_DASH_L_c,-41.04621950435444,-76.0310219921451,12.24410956027559,0.13840416888585022,0.13949834942165482,0.5,1.0,True
PG161abcpp,atp_c + pg161_c + h2o_c --> adp_c + pg161_p + pi_c + h_c,-29.82129236435503,-1996284.6022195271,2003847.7419206065,0.005402838742017286,0.005425974778338251,0.3333333333333333,0.7142857142857143,True
METSOXR2,metsox_DASH_R_DASH_L_c + trdrd_c --> trdox_c + met_DASH_L_c + h2o_c,361.17737204884435,-999674.5274986159,1000413.2866142639,0.0,1.3652263778073557,0.2,0.8,True
ADK4_reverse,adp_c + idp_c --> amp_c + itp_c,2.8738544778793766,-32.060103151110695,22.07261088881799,1.3844991819667e-10,1000.0,0.75,1.0,True
ATPM,atp_c + h2o_c --> adp_c + pi_c + h_c,-29.82129236435503,-88.90168083971467,-45.61878396795016,7.59999999997686,7.60000000000048,0.5,1.0,True
METSOXR1,metsox_DASH_S_DASH_L_c + trdrd_c --> trdox_c + met_DASH_L_c + h2o_c,361.17737204884435,-999674.5274986159,1000413.2866142639,5.99396088318827e-11,1.365226377867404,0.2,0.8,True
GLCtexi,glc_DASH_D_e --> glc_DASH_D_p,0.0,-87.68115065626598,87.68115065626598,7.88683762259023,8.14000000000001,1.0,1.0,True
PHETA1_reverse,glu_DASH_L_c + phpyr_c --> akg_c + phe_DASH_L_c,0.11402369267392487,-34.96376813896276,1.8379125486446881,0.11599575827986788,0.119619775811137,1.0,1.0,True
MN2tpp,mn2_p --> mn2_c,0.0,-6146.950259248804,-6048.303777068557,0.0004239794743288464,0.0004257950392542121,0.5,1.0,True
